geoid,keys,address,city,country,lat,long,name,postalCode,province,websites,address_full
36089,us/ny/massena/324mainst/-1161002137,324 Main St,Massena,US,44.9213,-74.89021,McDonald's,13662,NY,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral","McDonald's, 324, South Main Street, Massena Springs, Village of Massena, Town of Massena, Saint Lawrence County, New York, 13662, United States"
39047,us/oh/washingtoncourthouse/530clintonave/-791445730,530 Clinton Ave,Washington Court House,US,39.53255,-83.44526,Wendy's,43160,OH,http://www.wendys.com,"Tim Hortons, Clinton Avenue, Washington Court House Commercial Historic District, Washington Court House, Fayette County, Ohio, 43160, United States"
21161,us/ky/maysville/408marketsquaredr/1051460804,408 Market Square Dr,Maysville,US,38.62736,-83.79141,Frisch's Big Boy,41056,KY,"http://www.frischs.com,https://www.frischs.com/location/maysville-ky/","Frisch's Big Boy, Tumbleweed Drive, Maysville, Mason County, Kentucky, 41056, United States"
36089,us/ny/massena/6098statehighway37/-1161002137,6098 State Highway 37,Massena,US,44.95008,-74.84553,McDonald's,13662,NY,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral","McDonald's, 6098, NY-37, Town of Massena, Saint Lawrence County, New York, 13662, United States"
39009,us/oh/athens/139columbusrd/990890980,139 Columbus Rd,Athens,US,39.35155,-82.09728,OMG! Rotisserie,45701,OH,"http://www.omgrotisserie.com,http://omgrotisserie.com","Mum Mum HIbachi, Columbus Road, Athens, Athens County, Ohio, 45701, United States"
39017,us/oh/hamilton/4182tonyatrl/-1055723171,4182 Tonya Trl,Hamilton,US,39.4176,-84.47641,Domino's Pizza,45011,OH,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps","Tonya Trail, Fairfield Township, Butler County, Ohio, 45011, United States"
39113,us/oh/englewood/590smainst/-1055723171,590 S Main St,Englewood,US,39.86969,-84.29358,Domino's Pizza,45322,OH,"https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps","Wendy's, South Main Street, Morgan Place, Englewood, Montgomery County, Ohio, 45322, United States"
45081,us/sc/saluda/401njenningsst/-1161002137,401 N Jennings St,Saluda,US,34.00598,-81.7704,McDonald's,29138,SC,http://www.mcdonalds.com,"McDonald's, North Jennings Street, Saluda, Saluda County, South Carolina, 29138, United States"
45063,us/sc/batesburg/205wchurchst/-791445730,205 W Church St,Batesburg,US,33.91335,-81.5333,Wendy's,29006,SC,http://www.wendys.com,"Wendy's, 205, West Church Street, Batesburg, Batesburg-Leesville, Lexington County, South Carolina, 29070, United States"
05055,us/ar/paragould/2711wkingshighwayste18/-66712705,2711 W. Kings Highway Ste. 18,Paragould,US,36.06107,-90.52325,Pizza Hut,72450,AR,http://www.pizzahut.com,"Wallace Drive, Paragould, Greene County, Arkansas, 72451, United States"
05053,us/ar/sheridan/613wcenterst/1780593795,613 W Center St,Sheridan,US,34.30687,-92.40784,SONIC Drive In,72150,AR,https://locations.sonicdrivein.com/ar/sheridan/613-w--center-street.html,"689, West Center Street, Sheridan, Grant County, Arkansas, 72150, United States"
05043,us/ar/monticello/512highway425slotb/-1055723171,512 Highway 425 S Lot B,Monticello,US,33.61937,-91.80232,Domino's Pizza,71655,AR,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps","Monticello, Drew County, Arkansas, 72655, United States"
40109,us/ok/oklahomacity/1535nw50thst/-1161002137,1535 NW 50th St,Oklahoma City,US,35.52234,-97.5382,McDonald's,73118,OK,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral","Northwest 50th Street, Oklahoma City, Oklahoma County, Oklahoma, 73118, United States"
21067,us/ky/lexington/125townecenterdr/-1055723171,125 Towne Center Dr,Lexington,US,38.06753,-84.53043,Domino's Pizza,40511,KY,"https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps","125, Towne Center Drive, Lexington, Fayette County, Kentucky, 40511, United States"
18123,us/in/tellcity/6614thst/1516016543,66 14th St.,Tell City,US,37.941032,-86.762115,Long John Silver's,47586,IN,http://www.ljsilvers.com,"Long John Silver's, 14th Street, Tell City, Perry County, Indiana, 47586, United States"
21111,us/ky/louisville/301universityblvd/-1161002137,301 University Blvd,Louisville,US,38.21999,-85.764824,McDonald's,40208,KY,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral","1018, Manor Park Drive, The Retreat at Louisville, Louisville, Jefferson County, Kentucky, 40208, United States"
40109,us/ok/oklahomacity/5812nwexpressway/-1161002137,5812 NW Expressway,Oklahoma City,US,35.54815,-97.61717,McDonald's,73132,OK,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral","5846, Northwest Expressway, Warr Acres, Oklahoma County, Oklahoma, 73132, United States"
37019,us/nc/leland/101thomasgarstln/-864103396,101 Thomas Garst Ln,Leland,US,34.23389,-77.99544,Taco Bell,28451,NC,"http://www.tacobell.com,https://locations.tacobell.com/nc/leland/101-thomas-garst-lane.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=030564andutm_content=website","Taco Bell, Clairmont Road Northeast, Leland, Brunswick County, North Carolina, United States"
37019,us/nc/leland/1111newpointeblvd/-1161002137,1111 New Pointe Blvd,Leland,US,34.21188,-78.02454,McDonald's,28451,NC,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral","McDonald's, 1111, New Pointe Boulevard, Leland, Brunswick County, North Carolina, 28451, United States"
47037,us/tn/brentwood/782oldhickoryblvdste120/-722952174,782 Old Hickory Blvd Ste 120,Brentwood,US,36.04222,-86.77995,Qdoba Mexican Grill,37027,TN,"http://www.qdoba.com,https://locations.qdoba.com/us/tn/brentwood/782-old-hickory-blvd.html","Panera Bread, 782, Old Hickory Boulevard, Benbar, Nashville-Davidson, Davidson County, Tennessee, 37027, United States"
37019,us/nc/leland/108villagerdne/-1161002137,108 Village Rd NE,Leland,US,34.234477,-78.000649,McDonald's,28451,NC,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral","298, Village Road Northeast, Leland, Brunswick County, North Carolina, 28451, United States"
21027,us/ky/hardinsburg/1116oldhighway60/-1161002137,1116 Old Highway 60,Hardinsburg,US,37.792641,-86.492762,McDonald's,40143,KY,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral","2899, US 60, Breckinridge County, Kentucky, 40143, United States"
48485,us/tx/wichitafalls/1423southwestpkwy/-1161002137,1423 Southwest Pkwy,Wichita Falls,US,33.85371,-98.50065,McDonald's,76302,TX,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com","McDonald's, 1423, Southwest Parkway, Wichita Falls, Wichita County, Texas, 76302, United States"
48061,us/tx/southpadreisland/908padreblvd/-1161002137,908 Padre Blvd,South Padre Island,US,26.09105,-97.1643,McDonald's,78597,TX,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com","McDonald's, Padre Boulevard, South Padre Island, Cameron County, Texas, 78597, United States"
40115,us/ok/miami/1131nnmainst/-1161002137,1131n N Main St,Miami,US,36.88826,-94.87766,McDonald's,74354,OK,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com","1101, North Main Street, Miami, Ottawa County, Oklahoma, 74354, United States"
22079,us/la/pineville/3401hwy165north/-66712705,3401 Hwy 165 North,Pineville,US,31.3626,-92.41343,Pizza Hut,71360,LA,http://www.pizzahut.com,"Pizza Hut, Lord of Lords Avenue, Kingsville, Pineville, Rapides Parish, Louisiana, 71360, United States"
22067,us/la/bastrop/1631emadisonave/1780593795,1631 E Madison Ave,Bastrop,US,32.77992,-91.89477,Sonic Drive-In,71220,LA,https://locations.sonicdrivein.com/la/bastrop/1631-e--madison.html,"Sonic, East Madison Avenue, Bastrop, Morehouse Parish, Louisiana, 71220, United States"
40131,us/ok/claremore/301slynnriggsblvd/-1055723171,301 S Lynn Riggs Blvd,Claremore,US,36.31069,-95.61759,Domino's Pizza,74017,OK,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps","Domino's, Lynn Riggs Boulevard, Claremore, Rogers County, Oklahoma, 74018, United States"
39151,us/oh/minerva/601elincolnway/-1161002137,601 E Lincolnway,Minerva,US,40.732,-81.09812,McDonald's,44657,OH,"http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral","Minerva Fire Station, East Lincoln Way, Minerva, Stark County, Ohio, 44657, United States"
20103,us/ks/leavenworth/3211s4thst/1780593795,3211 S 4th St,Leavenworth,US,39.28532,-94.90441,SONIC Drive In,66048,KS,https://locations.sonicdrivein.com/ks/leavenworth/3211-s-fourth-street.html,"Hibbett Sports, South 4th Street, Bain City, Leavenworth, Leavenworth County, Kansas, 66043, United States"
38093,us/nd/jamestown/105businessloopw/-864103396,105 Business Loop W,Jamestown,US,46.898997,-98.707788,Taco Bell,58401,ND,"http://www.tacobell.com,https://locations.tacobell.com/nd/jamestown/105-business-loop-west.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=019434andutm_content=website","Jamestown, Stutsman County, North Dakota, 58401, United States"
38017,us/nd/fargo/1531universitydrs/-1055723171,1531 University Dr S,Fargo,US,46.85659,-96.79863,Domino's Pizza,58103,ND,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps","Great Harvest Bread Co., South University Drive, Lewis & Clark, Fargo, Cass County, North Dakota, 58103, United States"
38093,us/nd/jamestown/71810thstse/-1009719089,718 10th St SE,Jamestown,US,46.89896,-98.6984,Taco John's,58401,ND,"https://www.tacojohns.com,http://locations.tacojohns.com/nd/jamestown/718-10th-street-se.html","Taco John's, 10th Street Southeast, Jamestown, Stutsman County, North Dakota, 58401, United States"
38101,us/nd/minot/140024thavesw/-1161002137,1400 24th Ave SW,Minot,US,48.20858,-101.3128,McDonald's,58701,ND,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral","McDonald's, 1400, 24th Avenue Southwest, Minot, Ward County, North Dakota, 58701, United States"
48457,us/tx/woodville/703smagnoliast/1832448210,703 S Magnolia St,Woodville,US,30.76846,-94.41477,Whataburger,75979,TX,"https://locations.whataburger.com/tx/woodville/703-s--magnolia.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpages,https://locations.whataburger.com/tx/woodville/703-s--magnolia.html/","Shell, Willow Street, Woodville, Tyler County, Texas, 75979, United States"
38101,us/nd/minot/1535sbroadway/-66712705,1535 S Broadway,Minot,US,48.219459,-101.296022,Pizza Hut,58701,ND,http://www.pizzahut.com,"Burger Time, 1520, South Broadway Street, Minot, Ward County, North Dakota, 58701, United States"
49005,us/ut/smithfield/775smainst/-1055723171,775 S Main St,Smithfield,US,41.82069,-111.83318,Domino's Pizza,84335,UT,"https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps","785, Main Street, Smithfield, Cache County, Utah, 84335, United States"
40123,us/ok/ada/218wmainst/-1173852384,218 W Main St,Ada,US,34.77482,-96.68126,Hamburger King,74820,OK,NA,"West Main Street, Ada, Pontotoc County, Oklahoma, 74820, United States"
40143,us/ok/brokenarrow/3208selmpl/1780593795,3208 S Elm Pl,Broken Arrow,US,36.01948,-95.79756,SONIC Drive In,74012,OK,https://locations.sonicdrivein.com/ok/broken-arrow/3208-s-elm-place.html,"Sonic, South Elm Place, Broken Arrow, Tulsa County, Oklahoma, 74011, United States"
40027,us/ok/norman/3056classenblvdunita/-1055723171,3056 Classen Blvd Unit A,Norman,US,35.18173,-97.41709,Domino's Pizza,73071,OK,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps","Subway, Classen Boulevard, Norman, Cleveland County, Oklahoma, 73071, United States"
13153,us/ga/warnerrobins/982maconst/-2061630068,982 Macon St,Warner Robins,US,32.59495,-83.58338,Burger King,31098,GA,"http://www.bk.com,https://locations.bk.com/ga/warner-robins/982-macon-st.html,https://www.bk.com","Macon Street, Robins Air Force Base, Houston County, Georgia, 31098, United States"
35001,us/nm/albuquerque/6060sanmateoblvdne/-2061630068,6060 San Mateo Blvd NE,Albuquerque,US,35.144456,-106.585927,Burger King,87109,NM,"http://www.bk.com,https://locations.bk.com/nm/albuquerque/6060-san-mateo-ne.html,https://www.bk.com","Jersey Mike's Subs, 6060, San Mateo Boulevard Northeast, Albuquerque, Bernalillo County, New Mexico, 87109, United States"
48141,us/tx/elpaso/8401gatewayblvdwstem4/-1161002137,8401 Gateway Blvd W Ste M4,El Paso,US,31.77465,-106.38071,McDonalds,79925,TX,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral","Cielo Vista Mall, Edison Way, El Paso, El Paso County, Texas, 79925, United States"
40125,us/ok/shawnee/450nharrisonave/1780593795,450 N Harrison Ave,Shawnee,US,35.33252,-96.91222,SONIC Drive In,74801,OK,https://locations.sonicdrivein.com/ok/shawnee/450-n--harrison.html,"498, North Harrison Street, Shawnee, Pottawatomie County, Oklahoma, 74801, United States"
41051,us/or/portland/9455swbarburblvd/-863563290,9455 SW Barbur Blvd,Portland,US,45.457027,-122.713696,Taco Time,97219,OR,http://www.tacotime.com/stores/6254,"Taco Time, 9455, Southwest Barbur Boulevard, Multnomah, Portland, Multnomah County, Oregon, 97219, United States"
21019,us/ky/ashland/351riverhilldr/-1161002137,351 River Hill Dr,Ashland,US,38.48554,-82.658096,McDonald's,41101,KY,"http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral","Walmart Supercenter, 351, River Hill Drive, Ashland, Boyd County, Kentucky, 41101, United States"
39035,us/oh/cleveland/18000bagleyrd/-2061630068,18000 Bagley Rd,Cleveland,US,41.373042,-81.826072,Burger King,44130,OH,http://www.bk.com,"18430, Bagley Road, Middleburg Heights, Cuyahoga County, Ohio, 44130, United States"
18163,us/in/evansville/3700n1stave/-1161002137,3700 N 1st Ave,Evansville,US,38.01322,-87.57549,McDonald's,47710,IN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral","West Buena Vista Road, Evansville, Vanderburgh County, Indiana, 47710, United States"
48139,us/tx/waxahachie/895nhighway77ste300/-1947870258,895 N Highway 77 Ste 300,Waxahachie,US,32.41269,-96.84213,Jimmy John's,75165,TX,http://www.jimmyjohns.com,"Indian Drive, Waxahachie, Ellis County, Texas, 75165, United States"
40027,us/ok/oklahomacity/819sw19thst/-1055723171,819 SW 19th St,Oklahoma City,US,35.32026,-97.50536,Domino's Pizza,73160,OK,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps","Domino's, Southwest 19th Street, Moore, Cleveland County, Oklahoma, 73160, United States"
15003,us/hi/mililani/951249meheulaparkway/-1123076480,"95-1249 Meheula Parkway,",Mililani,US,21.45311,-158.01738,Jersey Mike's Subs,96789,HI,"https://www.jerseymikes.com/44004,http://www.jerseymikes.com","Hakupokano Loop, Mililani Town, Honolulu County, Hawaii, 96789, United States"
18019,us/in/jeffersonville/1625veteranspkwy/-624847056,1625 Veterans Pkwy,Jeffersonville,US,38.32967,-85.74938,Popeyes Louisiana Kitchen,47130,IN,"http://www.popeyes.com,http://popeyes.com","Veterans Parkway, Jeffersonville, Clark County, Indiana, 47129, United States"
21111,us/ky/louisville/2730shurstbournepkwysuite100/-722952174,2730 S Hurstbourne Pkwy Suite 100,Louisville,US,38.21234,-85.59548,Qdoba Mexican Grill,40220,KY,"http://www.qdoba.com,https://locations.qdoba.com/us/ky/louisville/2730-s-hurstbourne-pkwy.html","Hurstbourne / Greene, South Hurstbourne Parkway, Jeffersontown, Jefferson County, Kentucky, 40222, United States"
41047,us/or/salem/5680commercialstseste100/-1055723171,5680 Commercial St SE Ste 100,Salem,US,44.87205,-123.02243,Domino's Pizza,97306,OR,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps","Safeway, 5660, Commercial Street Southeast, Salem, Marion County, Oregon, 97302, United States"
48029,us/tx/sanantonio/2870wloop1604s/1832448210,2870 W Loop 1604 S,San Antonio,US,29.4033,-98.70619,Whataburger,78245,TX,"https://locations.whataburger.com/tx/san-antonio/2870-w-loop-1604-s.html/,https://locations.whataburger.com/tx/san-antonio/2870-w-loop-1604-s.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpages","Liquor Bueno #2, 2860, Marbach Road, San Antonio, Bexar County, Texas, 78245, United States"
21111,us/ky/louisville/1321herrlnste150/-722952174,1321 Herr Ln Ste 150,Louisville,US,38.26897,-85.61074,Qdoba Mexican Grill,40222,KY,"https://locations.qdoba.com/us/ky/louisville/1321-herr-lane.html,http://www.qdoba.com","Episcopal Church Home, 1201, Lyndon Lane, Graymoor-Devondale, Jefferson County, Kentucky, 40222, United States"
50003,us/vt/bennington/100northsidedr/-864103396,100 Northside Dr,Bennington,US,42.89413,-73.20316,Taco Bell,5201,VT,"http://www.tacobell.com,https://locations.tacobell.com/vt/bennington/100-northside-drive.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=033371andutm_content=website","Northside Drive, Bennington, Bennington County, Vermont, 05201, United States"
48453,us/tx/austin/6611smopacexpysteb/1832448210,6611 S Mo Pac Expy Ste B,Austin,US,30.22023,-97.83528,Whataburger,78749,TX,"https://locations.whataburger.com/tx/austin/6611-s-mo-pac-expy.html/,https://locations.whataburger.com/tx/austin/6611-s-mo-pac-expy.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpages","Whataburger, 6611, South Mopac Expressway, Forum, Austin, Travis County, Texas, 78749, United States"
48453,us/tx/austin/9300sinterstate35bldgh/1832448210,9300 S Interstate 35 Bldg H,Austin,US,30.16525,-97.78887,Whataburger,78748,TX,"https://locations.whataburger.com/tx/austin/9300-s-interstate-35.html/,http://locations.whataburger.com","Jack in the Box, South Interstate 35, South Bend, Austin, Travis County, Texas, 78748, United States"
26043,us/mi/ironmountain/315nstephensonave/696490760,315 N Stephenson Ave,Iron Mountain,US,45.825755,-88.063121,Hardee's,49801,MI,http://www.hardees.com,"405, North Stephenson Avenue, Antoine, Iron Mountain, Dickinson County, Michigan, 49801, United States"
37035,us/nc/hickory/2439springsrdne/-1161002137,2439 Springs Rd NE,Hickory,US,35.75332,-81.28572,McDonald's,28601,NC,"http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral","McDonald's, Springs Road Northeast, Hickory, Catawba County, North Carolina, 28601, United States"
29189,us/mo/saintlouis/9651naturalbridgerd/-938337463,9651 Natural Bridge Rd,Saint Louis,US,38.72914,-90.34394,Rally's,63134,MO,"https://locations.rallys.com/mo/st.-louis/9651-natural-bridge-road,http://rallys.com","Rally's, Natural Bridge Road, Berkeley, Saint Louis County, Missouri, 63134, United States"
22103,us/la/mandeville/1665doveparkrdste300/659024989,1665 Dove Park Rd Ste 300,Mandeville,US,30.41178,-90.04186,Quiznos,70471,LA,http://restaurants.quiznos.com/la/mandeville/doveparkcommons-70471,"McDonald's, Dove Park Road, St. Tammany Parish, Louisiana, 70471, United States"
36011,us/ny/auburn/225grantave/-2061630068,225 Grant Ave,Auburn,US,42.94987,-76.54722,Burger King,13021,NY,"http://www.bk.com,https://locations.bk.com/ny/auburn/225-grant-ave.html","218, Grant Avenue, City of Auburn, Aurelius, Cayuga County, New York, 13021, United States"
48157,us/tx/richmond/5400fm1640rdste500/1832448210,5400 FM 1640 Rd Ste 500,Richmond,US,29.55941,-95.76008,Whataburger,77469,TX,"https://locations.whataburger.com/tx/richmond/5400-fm-1640-rd.html/,https://locations.whataburger.com/tx/richmond/5400-fm-1640-rd.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpages","Office Depot, College Street, Richmond, Fort Bend County, Texas, 77469, United States"
55009,us/wi/greenbay/2448universityave/-1055723171,2448 University Ave,Green Bay,US,44.51312,-87.96051,Domino's Pizza,54302,WI,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps","Festival Foods, Clement Street, Green Bay, Brown County, Wisconsin, 54302, United States"
05119,us/ar/maumelle/111commonsdr/1780593795,111 Commons Dr,Maumelle,US,34.84808,-92.40624,SONIC Drive In,72113,AR,https://locations.sonicdrivein.com/ar/maumelle/111-commons-drive.html,"Chick-fil-A, Commons Drive, Maumelle, Pulaski County, Arkansas, 72113, United States"
29071,us/mo/sullivan/344sservicerde/-864103396,344 S Service Rd E,Sullivan,US,38.22303,-91.15696,Taco Bell,63080,MO,"http://www.tacobell.com,https://locations.tacobell.com/mo/sullivan/344-s-service-rd-e.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=029633andutm_content=website","Taco Bell, 344, South Service Road East, Sullivan, Franklin County, Missouri, 63080, United States"
47157,us/tn/memphis/6490memphisarlingtonrdste103/-1055723171,6490 Memphis Arlington Rd Ste 103,Memphis,US,35.22655,-89.84786,Domino's Pizza,38135,TN,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps","6492, Memphis-Arlington Road, Bartlett, Shelby County, West Tennessee, Tennessee, 38135, United States"
53077,us/wa/yakima/2124s1stst/-864103396,2124 S 1st St,Yakima,US,46.57144,-120.48825,Taco Bell,98903,WA,"https://locations.tacobell.com/wa/yakima/2124-s-1st-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=030512andutm_content=website,http://www.tacobell.com","Taco Time, South 1st Street, Yakima, Yakima County, Washington, 98901, United States"
29213,us/mo/branson/482bransonlandingblvdste105/-1947870258,482 Branson Landing Blvd Ste 105,Branson,US,36.65075,-93.22026,Jimmy John's,65616,MO,http://www.jimmyjohns.com,"Branson Landing Boulevard, Branson, Taney County, Missouri, 65673, United States"
05143,us/ar/springdale/406sthompsonst/-864103396,406 S Thompson St,Springdale,US,36.182436,-94.138658,Taco Bell,72764,AR,"http://www.tacobell.com,https://locations.tacobell.com/ar/springdale/406-s--thompson.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=003271andutm_content=website","312, South Thompson Street, Springdale, Washington County, Arkansas, 72764, United States"
47149,us/tn/lavergne/5094murfreesborordste1/-1055723171,5094 Murfreesboro Rd Ste 1,La Vergne,US,36.02074,-86.5812,Domino's Pizza,37086,TN,"https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage","Goodman Circle, La Vergne, Rutherford County, Tennessee, 37086, United States"
22121,us/la/brusly/801svaughndr/-1161002137,801 S Vaughn Dr,Brusly,US,30.387691,-91.25265,McDonald's,70719,LA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com","West Saint Francis Street, West Baton Rouge Parish, Louisiana, 70719, United States"
37051,us/nc/fayetteville/5100nchighway87sste102/-1055723171,5100 NC Highway 87 S Ste 102,Fayetteville,US,34.9297,-78.85668,Domino's Pizza,28306,NC,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps","Food Lion, 5102, Sand Hill Road, Fayetteville, Cumberland County, North Carolina, 28306, United States"
36005,us/ny/bronx/opcity/-2061630068,Co-Op City,Bronx,US,40.8691,-73.8248,Burger King,10475,NY,http://www.bk.com,"Bartow Avenue & Co-Op City Boulevard, Bartow Avenue, Bronx County, The Bronx, City of New York, New York, 10475, United States"
13313,us/ga/dalton/3898clevelandhwy/-1161002137,3898 Cleveland Hwy,Dalton,US,34.89383,-84.94654,McDonalds,30721,GA,http://mcdonalds.com,"Shell, Cleveland Road, Varnell, Whitfield County, Georgia, 30710, United States"
41005,us/or/westlinn/1865blankenshiprd/-230519289,1865 Blankenship Rd,West Linn,US,45.349698,-122.653281,Jack in the Box,97068,OR,http://www.jackinthebox.com,"Dutch Bros Coffee, 1865, Blankenship Road, Willamette, West Linn, Clackamas County, Oregon, 97068, United States"
49003,us/ut/brighamcity/825w1100s/1780593795,825 W 1100 S,Brigham City,US,41.48602,-112.02944,Sonic Drive-In,84302,UT,"https://locations.sonicdrivein.com/ut/brigham-city/825-west-1100-south.html,http://sonicdrivein.com","Sonic, West 1150 South, Brigham City, Box Elder County, Utah, 84302, United States"
49003,us/ut/brighamcity/955smainst/-864103396,955 S Main St,Brigham City,US,41.49113,-112.01555,Taco Bell,84302,UT,"http://www.tacobell.com,https://locations.tacobell.com/ut/brigham-city/955-south-main-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=020036andutm_content=website","KFC, South Main Street, Brigham City, Box Elder County, Utah, 84302, United States"
49003,us/ut/brighamcity/875w1150s/-891525969,875 W 1150 S,Brigham City,US,41.48561,-112.02934,Subway,84302,UT,"http://www.subway.com,http://subway.com","Sonic, West 1150 South, Brigham City, Box Elder County, Utah, 84302, United States"
18127,us/in/chesterton/524indianboundaryrd/-1947870258,524 Indian Boundary Rd,Chesterton,US,41.6165,-87.0439,Jimmy John's,46304,IN,http://www.jimmyjohns.com,"Jimmy John's, Indian Boundary Road, Chesterton, Porter County, Indiana, 46304, United States"
47183,us/tn/martin/801universityst/-1161002137,801 University St,Martin,US,36.3485,-88.87344,McDonald's,38237,TN,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com","McDonald's, University Street, Martin, Weakley County, West Tennessee, Tennessee, 38238, United States"
55063,us/wi/lacrosse/2505staterd/696490760,2505 State Rd,La Crosse,US,43.79609,-91.21769,Hardee's,54601,WI,http://www.hardees.com,"Festival Foods, State Highway 33, Bluffside, La Crosse, La Crosse County, Wisconsin, 54601, United States"
